	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
OG0010678																																																																																																													GCF_002220655.1|WP_089187210.1																																				
OG0010679																																																																																																													GCF_002220655.1|WP_089187212.1																																				
OG0010680																																																																																																													GCF_002220655.1|WP_089187216.1																																				
OG0010681																																																																																																													GCF_002220655.1|WP_089187217.1																																				
OG0010682																																																																																																													GCF_002220655.1|WP_089187219.1																																				
OG0010683																																																																																																													GCF_002220655.1|WP_089187222.1																																				
OG0010684																																																																																																													GCF_002220655.1|WP_089187224.1																																				
OG0010685																																																																																																													GCF_002220655.1|WP_089187225.1																																				
OG0010686																																																																																																													GCF_002220655.1|WP_089187269.1																																				
OG0010687																																																																																																													GCF_002220655.1|WP_089187286.1																																				
OG0010688																																																																																																													GCF_002220655.1|WP_089187378.1																																				
OG0010689																																																																																																													GCF_002220655.1|WP_089187379.1																																				
OG0010690																																																																																																													GCF_002220655.1|WP_089187380.1																																				
OG0010691																																																																																																													GCF_002220655.1|WP_089187383.1																																				
OG0010692																																																																																																													GCF_002220655.1|WP_089187386.1																																				
OG0010693																																																																																																													GCF_002220655.1|WP_089187388.1																																				
OG0010694																																																																																																													GCF_002220655.1|WP_089187394.1																																				
OG0010695																																																																																																													GCF_002220655.1|WP_089187596.1																																				
OG0010696																																																																																																													GCF_002220655.1|WP_089187597.1																																				
OG0010697																																																																																																													GCF_002220655.1|WP_089187603.1																																				
OG0010698																																																																																																														GCF_002220675.1|WP_012967828.1																																			
OG0010699																																																																																																														GCF_002220675.1|WP_023320404.1																																			
OG0010700																																																																																																														GCF_002220675.1|WP_042784580.1																																			
OG0010701																																																																																																														GCF_002220675.1|WP_060425670.1																																			
OG0010702																																																																																																														GCF_002220675.1|WP_064278254.1																																			
OG0010703																																																																																																														GCF_002220675.1|WP_089191220.1																																			
OG0010704																																																																																																														GCF_002220675.1|WP_089191534.1																																			
OG0010705																																																																																																														GCF_002220675.1|WP_089191535.1																																			
OG0010706																																																																																																														GCF_002220675.1|WP_089191539.1																																			
OG0010707																																																																																																														GCF_002220675.1|WP_089191657.1																																			
OG0010708																																																																																																														GCF_002220675.1|WP_089191662.1																																			
OG0010709																																																																																																														GCF_002220675.1|WP_089192510.1																																			
OG0010710																																																																																																														GCF_002220675.1|WP_089192512.1																																			
OG0010711																																																																																																														GCF_002220675.1|WP_089192513.1																																			
OG0010712																																																																																																																GCF_002220715.1|WP_003832724.1																																	
OG0010713																																																																																																																GCF_002220715.1|WP_072209091.1																																	
OG0010714																																																																																																																GCF_002220715.1|WP_079964061.1																																	
OG0010715																																																																																																																GCF_002220715.1|WP_089196589.1																																	
OG0010716																																																																																																																GCF_002220715.1|WP_089196671.1																																	
OG0010717																																																																																																																GCF_002220715.1|WP_089196674.1																																	
OG0010718																																																																																																																GCF_002220715.1|WP_089196675.1																																	
OG0010719																																																																																																																GCF_002220715.1|WP_089196676.1																																	
OG0010720																																																																																																																GCF_002220715.1|WP_089196677.1																																	
OG0010721																																																																																																																GCF_002220715.1|WP_089196911.1																																	
OG0010722																																																																																																																GCF_002220715.1|WP_089196928.1																																	
OG0010723																																																																																																																GCF_002220715.1|WP_089197237.1																																	
OG0010724																																																																																																																GCF_002220715.1|WP_089197238.1																																	
OG0010725																																																																																																																GCF_002220715.1|WP_089197355.1																																	
OG0010726																																																																																																																GCF_002220715.1|WP_089197356.1																																	
OG0010727																																																																																																																GCF_002220715.1|WP_089197357.1																																	
OG0010728																																																																																																																GCF_002220715.1|WP_089197609.1																																	
OG0010729																																																																																																																GCF_002220715.1|WP_089197735.1																																	
OG0010730																																																																																																																GCF_002220715.1|WP_089197737.1																																	
OG0010731																																																																																																																GCF_002220715.1|WP_089197738.1																																	
OG0010732																																																																																																																GCF_002220715.1|WP_089197740.1																																	
OG0010733																																																																																																																GCF_002220715.1|WP_089197748.1																																	
OG0010734																																																																																																																GCF_002220715.1|WP_089197792.1																																	
OG0010735																																																																																																																GCF_002220715.1|WP_089197803.1																																	
OG0010736																																																																																																																GCF_002220715.1|WP_089197809.1																																	
OG0010737																																																																																																																GCF_002220715.1|WP_089197810.1																																	
OG0010738																																																																																																																GCF_002220715.1|WP_089197811.1																																	
OG0010739																																																																																																																GCF_002220715.1|WP_089197813.1																																	
OG0010740																																																																																																																GCF_002220715.1|WP_089197826.1																																	
OG0010741																																																																																																																GCF_002220715.1|WP_089197837.1																																	
OG0010742																																																																																																																GCF_002220715.1|WP_089197841.1																																	
OG0010743																																																																																																																	GCF_002250685.1|WP_000070862.1																																
OG0010744																																																																																																																	GCF_002250685.1|WP_000502666.1																																
OG0010745																																																																																																																	GCF_002250685.1|WP_000636790.1																																
OG0010746																																																																																																																	GCF_002250685.1|WP_000769182.1																																
OG0010747																																																																																																																	GCF_002250685.1|WP_000926374.1																																
OG0010748																																																																																																																	GCF_002250685.1|WP_001322943.1																																
OG0010749																																																																																																																	GCF_002250685.1|WP_001752509.1																																
OG0010750																																																																																																																	GCF_002250685.1|WP_007182527.1																																
OG0010751																																																																																																																	GCF_002250685.1|WP_016154338.1																																
OG0010752																																																																																																																	GCF_002250685.1|WP_021241758.1																																
OG0010753																																																																																																																	GCF_002250685.1|WP_029139424.1																																
OG0010754																																																																																																																	GCF_002250685.1|WP_029139425.1																																
OG0010755																																																																																																																	GCF_002250685.1|WP_031680255.1																																
OG0010756																																																																																																																	GCF_002250685.1|WP_044702595.1																																
OG0010757																																																																																																																	GCF_002250685.1|WP_045409937.1																																
OG0010758																																																																																																																	GCF_002250685.1|WP_047601726.1																																
OG0010759																																																																																																																	GCF_002250685.1|WP_048219640.1																																
OG0010760																																																																																																																	GCF_002250685.1|WP_049444933.1																																
OG0010761																																																																																																																	GCF_002250685.1|WP_049445265.1																																
OG0010762																																																																																																																	GCF_002250685.1|WP_058610850.1																																
OG0010763																																																																																																																	GCF_002250685.1|WP_058610851.1																																
OG0010764																																																																																																																	GCF_002250685.1|WP_058610852.1																																
OG0010765																																																																																																																	GCF_002250685.1|WP_094460640.1																																
OG0010766																																																																																																																	GCF_002250685.1|WP_094461034.1																																
OG0010767																																																																																																																	GCF_002250685.1|WP_094461249.1																																
OG0010768																																																																																																																	GCF_002250685.1|WP_094461298.1																																
OG0010769																																																																																																																	GCF_002250685.1|WP_094461305.1																																
OG0010770																																																																																																																	GCF_002250685.1|WP_094461307.1																																
OG0010771																																																																																																																	GCF_002250685.1|WP_094461313.1																																
OG0010772																																																																																																																	GCF_002250685.1|WP_094461399.1																																
OG0010773																																																																																																																	GCF_002250685.1|WP_094461400.1																																
OG0010774																																																																																																																	GCF_002250685.1|WP_094461406.1																																
OG0010775																																																																																																																	GCF_002250685.1|WP_094461410.1																																
OG0010776																																																																																																																	GCF_002250685.1|WP_094461411.1																																
OG0010777																																																																																																																	GCF_002250685.1|WP_094461415.1																																
OG0010778																																																																																																																	GCF_002250685.1|WP_094461425.1																																
OG0010779																																																																																																																	GCF_002250685.1|WP_094461471.1																																
OG0010780																																																																																																																	GCF_002250685.1|WP_094461472.1																																
OG0010781																																																																																																																	GCF_002250685.1|WP_094461490.1																																
OG0010782																																																																																																																	GCF_002250685.1|WP_094461491.1																																
OG0010783																																																																																																																	GCF_002250685.1|WP_094461494.1																																
OG0010784																																																																																																																	GCF_002250685.1|WP_094461496.1																																
OG0010785																																																																																																																	GCF_002250685.1|WP_094461497.1																																
OG0010786																																																																																																																	GCF_002250685.1|WP_094461499.1																																
OG0010787																																																																																																																	GCF_002250685.1|WP_094461500.1																																
OG0010788																																																																																																																	GCF_002250685.1|WP_094461501.1																																
OG0010789																																																																																																																	GCF_002250685.1|WP_094461504.1																																
OG0010790																																																																																																																	GCF_002250685.1|WP_094461505.1																																
OG0010791																																																																																																																		GCF_002264105.1|WP_094887913.1																															
OG0010792																																																																																																																		GCF_002264105.1|WP_094887969.1																															
OG0010793																																																																																																																				GCF_002264285.1|WP_006788217.1																													
OG0010794																																																																																																																				GCF_002264285.1|WP_047569279.1																													
OG0010795																																																																																																																					GCF_002265665.1|WP_094870781.1																												
OG0010796																																																																																																																					GCF_002265665.1|WP_094870783.1																												
OG0010797																																																																																																																					GCF_002265665.1|WP_094870786.1																												
OG0010798																																																																																																																					GCF_002265665.1|WP_094870990.1																												
OG0010799																																																																																																																					GCF_002265665.1|WP_094871160.1																												
OG0010800																																																																																																																					GCF_002265665.1|WP_094871377.1																												
OG0010801																																																																																																																						GCF_002592035.1|WP_099032666.1																											
OG0010802																																																																																																																						GCF_002592035.1|WP_099032689.1																											
OG0010803																																																																																																																						GCF_002592035.1|WP_099032690.1																											
OG0010804																																																																																																																						GCF_002592035.1|WP_099032703.1																											
OG0010805																																																																																																																						GCF_002592035.1|WP_099032768.1																											
OG0010806																																																																																																																						GCF_002592035.1|WP_099032862.1																											
OG0010807																																																																																																																						GCF_002592035.1|WP_099032864.1																											
OG0010808																																																																																																																						GCF_002592035.1|WP_099032866.1																											
OG0010809																																																																																																																							GCF_002738105.1|WP_004164986.1																										
OG0010810																																																																																																																							GCF_002738105.1|WP_004197751.1																										
OG0010811																																																																																																																							GCF_002738105.1|WP_004227314.1																										
OG0010812																																																																																																																							GCF_002738105.1|WP_011977766.1																										
OG0010813																																																																																																																							GCF_002738105.1|WP_047037288.1																										
OG0010814																																																																																																																							GCF_002738105.1|WP_101428074.1																										
OG0010815																																																																																																																							GCF_002738105.1|WP_101455536.1																										
OG0010816																																																																																																																							GCF_002738105.1|WP_101455579.1																										
OG0010817																																																																																																																							GCF_002738105.1|WP_101455675.1																										
OG0010818																																																																																																																								GCF_002738145.1|WP_101428074.1																									
OG0010819																																																																																																																								GCF_002738145.1|WP_101455470.1																									
OG0010820																																																																																																																								GCF_002738145.1|WP_101455471.1																									
OG0010821																																																																																																																									GCF_002738155.1|WP_000967768.1																								
OG0010822																																																																																																																									GCF_002738155.1|WP_003842199.1																								
OG0010823																																																																																																																									GCF_002738155.1|WP_021553508.1																								
OG0010824																																																																																																																									GCF_002738155.1|WP_031275330.1																								
OG0010825																																																																																																																									GCF_002738155.1|WP_032941165.1																								
OG0010826																																																																																																																									GCF_002738155.1|WP_045332492.1																								
OG0010827																																																																																																																									GCF_002738155.1|WP_054626414.1																								
OG0010828																																																																																																																									GCF_002738155.1|WP_058671973.1																								
OG0010829																																																																																																																									GCF_002738155.1|WP_060422255.1																								
OG0010830																																																																																																																									GCF_002738155.1|WP_060431738.1																								
OG0010831																																																																																																																									GCF_002738155.1|WP_060437204.1																								
OG0010832																																																																																																																									GCF_002738155.1|WP_072264995.1																								
OG0010833																																																																																																																									GCF_002738155.1|WP_089617556.1																								
OG0010834																																																																																																																									GCF_002738155.1|WP_097755652.1																								
OG0010835																																																																																																																									GCF_002738155.1|WP_097755655.1																								
OG0010836																																																																																																																									GCF_002738155.1|WP_101428074.1																								
OG0010837																																																																																																																									GCF_002738155.1|WP_101452707.1																								
OG0010838																																																																																																																									GCF_002738155.1|WP_101452708.1																								
OG0010839																																																																																																																									GCF_002738155.1|WP_101452814.1																								
OG0010840																																																																																																																									GCF_002738155.1|WP_101452820.1																								
OG0010841																																																																																																																									GCF_002738155.1|WP_101453016.1																								
OG0010842																																																																																																																									GCF_002738155.1|WP_101453184.1																								
OG0010843																																																																																																																									GCF_002738155.1|WP_101453186.1																								
OG0010844																																																																																																																									GCF_002738155.1|WP_101453279.1																								
OG0010845																																																																																																																									GCF_002738155.1|WP_101453469.1																								
OG0010846																																																																																																																									GCF_002738155.1|WP_101453473.1																								
OG0010847																																																																																																																									GCF_002738155.1|WP_101453476.1																								
OG0010848																																																																																																																									GCF_002738155.1|WP_101453577.1																								
OG0010849																																																																																																																									GCF_002738155.1|WP_101453582.1																								
OG0010850																																																																																																																									GCF_002738155.1|WP_101453614.1																								
OG0010851																																																																																																																									GCF_002738155.1|WP_101453656.1																								
OG0010852																																																																																																																									GCF_002738155.1|WP_101453694.1																								
OG0010853																																																																																																																									GCF_002738155.1|WP_101453709.1																								
OG0010854																																																																																																																									GCF_002738155.1|WP_101453786.1																								
OG0010855																																																																																																																									GCF_002738155.1|WP_101453789.1																								
OG0010856																																																																																																																									GCF_002738155.1|WP_101453790.1																								
OG0010857																																																																																																																									GCF_002738155.1|WP_101453795.1																								
OG0010858																																																																																																																									GCF_002738155.1|WP_101453796.1																								
OG0010859																																																																																																																									GCF_002738155.1|WP_101453797.1																								
OG0010860																																																																																																																									GCF_002738155.1|WP_101453799.1																								
OG0010861																																																																																																																									GCF_002738155.1|WP_101453800.1																								
OG0010862																																																																																																																									GCF_002738155.1|WP_101453803.1																								
OG0010863																																																																																																																									GCF_002738155.1|WP_101453885.1																								
OG0010864																																																																																																																									GCF_002738155.1|WP_101453917.1																								
OG0010865																																																																																																																										GCF_002738185.1|WP_012695487.1																							
OG0010866																																																																																																																										GCF_002738185.1|WP_024181853.1																							
OG0010867																																																																																																																										GCF_002738185.1|WP_058700831.1																							
OG0010868																																																																																																																										GCF_002738185.1|WP_060437906.1																							
OG0010869																																																																																																																										GCF_002738185.1|WP_060437907.1																							
OG0010870																																																																																																																										GCF_002738185.1|WP_060437977.1																							
OG0010871																																																																																																																										GCF_002738185.1|WP_072265042.1																							
OG0010872																																																																																																																										GCF_002738185.1|WP_100280317.1																							
OG0010873																																																																																																																										GCF_002738185.1|WP_101428074.1																							
OG0010874																																																																																																																										GCF_002738185.1|WP_101456386.1																							
OG0010875																																																																																																																										GCF_002738185.1|WP_101456415.1																							
OG0010876																																																																																																																										GCF_002738185.1|WP_101456473.1																							
OG0010877																																																																																																																										GCF_002738185.1|WP_101456539.1																							
OG0010878																																																																																																																											GCF_002762595.1|WP_016943286.1																						
OG0010879																																																																																																																											GCF_002762595.1|WP_021505256.1																						
OG0010880																																																																																																																											GCF_002762595.1|WP_048993028.1																						
OG0010881																																																																																																																											GCF_002762595.1|WP_048993035.1																						
OG0010882																																																																																																																											GCF_002762595.1|WP_048993050.1																						
OG0010883																																																																																																																											GCF_002762595.1|WP_099981533.1																						
OG0010884																																																																																																																											GCF_002762595.1|WP_099981556.1																						
OG0010885																																																																																																																											GCF_002762595.1|WP_099981557.1																						
OG0010886																																																																																																																											GCF_002762595.1|WP_099981559.1																						
OG0010887																																																																																																																											GCF_002762595.1|WP_099981607.1																						
OG0010888																																																																																																																											GCF_002762595.1|WP_099981635.1																						
OG0010889																																																																																																																											GCF_002762595.1|WP_099981637.1																						
OG0010890																																																																																																																											GCF_002762595.1|WP_099981645.1																						
OG0010891																																																																																																																											GCF_002762595.1|WP_099981646.1																						
OG0010892																																																																																																																											GCF_002762595.1|WP_099981647.1																						
OG0010893																																																																																																																											GCF_002762595.1|WP_099981648.1																						
OG0010894																																																																																																																											GCF_002762595.1|WP_099981653.1																						
OG0010895																																																																																																																											GCF_002762595.1|WP_099981654.1																						
OG0010896																																																																																																																											GCF_002762595.1|WP_099981655.1																						
OG0010897																																																																																																																											GCF_002762595.1|WP_099981749.1																						
OG0010898																																																																																																																											GCF_002762595.1|WP_099981931.1																						
OG0010899																																																																																																																											GCF_002762595.1|WP_099982013.1																						
OG0010900																																																																																																																											GCF_002762595.1|WP_099982057.1																						
OG0010901																																																																																																																											GCF_002762595.1|WP_099982247.1																						
OG0010902																																																																																																																											GCF_002762595.1|WP_099982248.1																						
OG0010903																																																																																																																											GCF_002762595.1|WP_099982310.1																						
OG0010904																																																																																																																											GCF_002762595.1|WP_099982311.1																						
OG0010905																																																																																																																											GCF_002762595.1|WP_099982564.1																						
OG0010906																																																																																																																											GCF_002762595.1|WP_099982595.1																						
OG0010907																																																																																																																											GCF_002762595.1|WP_099982597.1																						
OG0010908																																																																																																																											GCF_002762595.1|WP_099982598.1																						
OG0010909																																																																																																																											GCF_002762595.1|WP_099982632.1																						
OG0010910																																																																																																																											GCF_002762595.1|WP_099982723.1																						
OG0010911																																																																																																																											GCF_002762595.1|WP_099982760.1																						
OG0010912																																																																																																																											GCF_002762595.1|WP_099982761.1																						
OG0010913																																																																																																																												GCF_002810285.1|WP_101427084.1																					
OG0010914																																																																																																																												GCF_002810285.1|WP_101428074.1																					
OG0010915																																																																																																																													GCF_002886905.1|WP_001175444.1																				
OG0010916																																																																																																																													GCF_002886905.1|WP_004152552.1																				
OG0010917																																																																																																																													GCF_002886905.1|WP_029404312.1																				
OG0010918																																																																																																																													GCF_002886905.1|WP_070558940.1																				
OG0010919																																																																																																																													GCF_002886905.1|WP_101428074.1																				
