	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
GCF_001853455.1_ASM185345v1_protein	3946	4151	4134	4299	4244	4289	4195	4228	4226	4220	4233	4243	4225	3770	4135	4211	4228	4223	4229	4310	4310	4218	4276	4144	4191	4207	4237	4246	4215	4206	4494	4254	4271	4102	4286	4291	4330	4190	4182	4304	4233	4224	4244	4193	4190	4180	4245	4242	4189	4256	4290	4288	4286	4177	4194	4285	4283	4285	4196	4180	4192	4192	4196	4190	4158	4269	4280	4162	4220	4217	4340	4183	4282	4226	4309	4348	4384	4329	4328	4908	4906	3964	4083	4198	4116	4212	4907	4263	4307	3959	4211	4230	4296	4229	4227	4230	4314	4252	4234	4208	4156	4243	4200	4202	4204	4196	4210	4496	4344	4224	4204	4285	4265	4302	4280	4307	3934	4285	4237	4236	4142	4259	4009	4243	4279	4279	4231	4276	4209	4250	4174	4174	4244	4231	4226	4235	4237	4227	4258	4227	4237	4211	4269	4224	4282
GCF_001853495.1_ASM185349v1_protein	3946	4151	4134	4300	4244	4289	4196	4229	4226	4220	4234	4243	4226	3770	4135	4211	4229	4224	4230	4311	4311	4218	4276	4144	4191	4206	4238	4247	4214	4205	4494	4255	4272	4103	4287	4291	4331	4191	4182	4304	4234	4224	4244	4194	4191	4180	4245	4242	4189	4256	4290	4288	4286	4178	4195	4285	4283	4285	4197	4181	4193	4193	4197	4190	4158	4269	4280	4162	4220	4217	4340	4183	4282	4227	4310	4348	4385	4328	4329	4906	4907	3965	4084	4199	4116	4212	4906	4263	4307	3959	4211	4230	4296	4229	4228	4231	4314	4253	4234	4208	4156	4244	4200	4203	4205	4197	4211	4496	4345	4225	4205	4286	4266	4303	4281	4308	3934	4285	4238	4237	4143	4260	4009	4244	4278	4279	4231	4277	4208	4251	4174	4174	4245	4232	4226	4235	4238	4227	4259	4227	4237	4211	4270	4225	4283
GCF_001889685.1_ASM188968v1_protein	3653	3845	3842	3866	3900	3899	3827	3835	3831	3825	3836	3838	3829	3522	3842	3875	3873	4002	3835	3878	3878	4059	3841	3847	3767	3885	3890	3819	3892	3885	3915	3813	4013	3684	3884	4020	3908	3828	3879	3831	3898	3818	3834	3842	3840	3874	3834	3830	3877	3842	3936	3935	3934	3865	3880	3934	3931	3929	3882	3870	3879	3880	3881	3874	3838	3837	3845	3779	3824	3817	3895	3803	3930	3991	3867	3875	3887	3932	3843	3964	3965	4363	3709	3796	3718	3875	3966	3928	3946	3443	3899	3885	3929	3817	3817	3820	3938	3833	3821	3835	3831	4020	3878	3792	3893	3864	3880	3902	3871	4071	3892	4049	3842	3851	3838	3846	3630	3919	3799	3813	3910	3806	3716	3822	3870	3869	3919	4015	3887	4027	3872	3872	3831	3819	3803	3822	3825	3803	3864	3803	3824	3822	3882	3825	3822
GCF_001902635.1_ASM190263v1_protein	3680	3887	3903	4002	3973	3962	3931	3929	3926	3922	3934	3929	3926	3558	3898	3944	3928	3928	3931	4011	4010	3956	3930	3909	3878	3944	3959	3903	3950	3941	4055	3941	3952	3779	3943	4002	4005	3917	3903	3925	3958	3982	3935	3931	3929	3933	3936	3931	3940	3946	3976	3972	3971	3919	3936	3971	3967	3969	3939	3923	3935	3935	3937	3940	3882	3950	3962	3858	3908	3918	3963	3971	3969	3924	3920	3983	3987	3960	3988	4083	4084	3709	4456	3909	3802	3982	4087	3977	4013	3554	3907	3927	3972	3902	3903	3905	3947	3938	3907	3934	3896	3952	3948	3886	3947	3952	3937	4030	3943	3918	3946	3952	3968	3955	3952	3958	3692	3966	3901	3933	3789	3889	3758	3942	3970	3965	3945	3961	3950	3941	3901	3901	3943	3943	3942	3946	3949	3942	3939	3942	3948	3923	3957	3915	3947
GCF_001908015.1_ASM190801v1_protein	3850	4058	4073	4068	4139	4117	4042	4042	4042	4035	4046	4046	4043	3718	4071	4119	4116	4124	4258	4079	4079	4120	4310	4079	4261	4099	4128	4292	4105	4095	4209	4323	4143	4144	4340	4130	4117	4029	4096	4310	4166	4042	4308	4120	4117	4089	4309	4307	4100	4321	4125	4123	4121	4121	4140	4121	4120	4118	4142	4125	4138	4139	4141	4089	4087	4044	4056	4247	4309	4316	4354	4034	4116	4133	4279	4126	4138	4137	4174	4198	4199	3796	3909	4547	4177	4053	4203	4126	4135	3712	4107	4106	4137	4270	4270	4272	4136	4089	4282	4243	4064	4147	4105	4266	4159	4123	4148	4188	4314	4082	4158	4142	4114	4343	4337	4340	3855	4134	4300	4346	3943	4281	3922	4350	4115	4113	4131	4165	4100	4130	4093	4093	4306	4315	4327	4316	4320	4328	4340	4328	4319	4309	4352	4287	4074
GCF_001908035.1_ASM190803v1_protein	3767	3943	4028	3991	4006	4051	3916	3914	3916	3910	3920	3921	3914	3686	4027	3988	4052	4024	4163	4002	4001	4015	4297	4033	4133	3995	4077	4284	4003	3992	4099	4191	4045	4156	4205	4024	3983	3906	3995	4301	4079	3970	4221	4066	4063	3988	4220	4218	3998	4231	4025	4025	4023	4071	4086	4024	4021	4021	4089	4072	4086	4085	4088	4010	3970	3934	3946	4151	4209	4222	4236	3942	4019	4029	4281	4009	4011	4053	4111	4116	4116	3718	3802	4177	4417	3988	4120	4007	4014	3642	4048	4022	4049	4252	4252	4255	4041	3932	4266	4148	3958	4029	4024	4292	4085	4053	4078	4088	4307	4004	4084	4036	3973	4193	4188	4196	3732	4052	4161	4174	3838	4254	3848	4177	3965	3961	4040	4054	3999	4020	3992	3992	4229	4225	4222	4226	4229	4222	4235	4223	4228	4215	4236	4235	3942
GCF_001909165.1_ASM190916v1_protein	3914	4102	4066	4198	4210	4242	4112	4109	4108	4100	4114	4113	4107	3711	4064	4188	4121	4148	4073	4209	4209	4139	4083	4075	4010	4089	4127	4067	4097	4087	4236	4083	4165	3937	4073	4193	4116	4089	4128	4079	4151	4095	4066	4117	4114	4116	4067	4064	4124	4078	4231	4230	4229	4115	4132	4229	4225	4226	4135	4118	4131	4131	4134	4096	4116	4122	4135	4005	4056	4057	4098	4091	4226	4161	4071	4127	4135	4155	4127	4212	4212	3875	3982	4053	3988	4525	4215	4215	4210	3694	4091	4085	4164	4064	4063	4066	4187	4092	4078	4046	4139	4183	4106	4049	4155	4119	4131	4171	4108	4130	4155	4183	4115	4088	4087	4093	3916	4158	4037	4043	3984	4030	3978	4049	4132	4134	4182	4174	4093	4138	4138	4138	4055	4078	4056	4082	4084	4057	4091	4056	4084	4056	4087	4050	4058
GCF_001932655.1_ASM193265v1_protein	3950	4155	4138	4305	4249	4293	4200	4233	4230	4224	4238	4247	4230	3774	4139	4215	4234	4228	4235	4315	4315	4222	4280	4148	4195	4211	4242	4250	4219	4210	4499	4259	4276	4106	4291	4295	4336	4195	4186	4308	4238	4227	4248	4198	4195	4184	4249	4246	4193	4260	4294	4292	4290	4182	4199	4289	4287	4289	4201	4185	4197	4197	4201	4194	4163	4274	4285	4165	4224	4221	4343	4186	4286	4232	4314	4351	4388	4334	4333	4907	4906	3966	4087	4203	4120	4215	4914	4267	4311	3965	4214	4234	4300	4233	4232	4235	4318	4257	4238	4212	4161	4248	4205	4207	4210	4202	4216	4501	4349	4229	4210	4290	4270	4307	4285	4312	3938	4288	4242	4241	4147	4264	4013	4248	4283	4283	4235	4281	4213	4255	4178	4178	4249	4236	4230	4239	4242	4231	4262	4231	4241	4215	4274	4230	4287
GCF_001940505.1_ASM194050v1_protein	4083	4322	4230	4215	4513	4377	4139	4136	4137	4129	4141	4142	4135	3862	4227	4445	4232	4194	4150	4224	4226	4212	4200	4234	4095	4299	4239	4151	4307	4293	4270	4161	4225	3985	4167	4221	4153	4116	4323	4165	4262	4095	4148	4218	4215	4329	4150	4146	4339	4160	4414	4415	4413	4195	4214	4412	4412	4410	4216	4196	4211	4212	4214	4304	4294	4148	4160	4055	4110	4118	4220	4106	4409	4231	4174	4138	4151	4362	4246	4263	4263	3928	3977	4126	4007	4215	4267	4756	4482	3777	4284	4268	4384	4167	4166	4168	4413	4123	4180	4121	4380	4236	4315	4104	4249	4236	4212	4245	4192	4240	4248	4247	4126	4180	4180	4180	4160	4369	4116	4107	4050	4113	4171	4112	4159	4155	4375	4252	4300	4193	4337	4337	4129	4142	4124	4146	4148	4125	4220	4125	4148	4111	4195	4137	4078
GCF_001975745.1_ASM197574v1_protein	4115	4310	4257	4225	4518	4377	4134	4132	4132	4125	4137	4137	4131	3884	4252	4476	4239	4208	4167	4236	4236	4218	4183	4261	4129	4308	4249	4149	4316	4303	4303	4168	4263	3997	4149	4221	4191	4104	4336	4178	4272	4132	4158	4222	4219	4329	4160	4156	4339	4170	4394	4394	4393	4220	4239	4393	4390	4389	4242	4221	4237	4237	4240	4308	4306	4150	4161	4071	4125	4135	4220	4098	4390	4195	4180	4151	4154	4375	4241	4307	4307	3946	4013	4135	4014	4210	4311	4482	4677	3760	4275	4298	4394	4152	4151	4154	4423	4132	4153	4170	4415	4199	4310	4113	4256	4210	4222	4250	4188	4199	4255	4243	4141	4167	4165	4168	4190	4372	4119	4111	4079	4121	4193	4117	4170	4166	4409	4269	4310	4216	4331	4331	4143	4161	4138	4165	4167	4139	4171	4138	4167	4131	4188	4157	4107
GCF_002007925.1_ASM200792v2_protein	3475	3665	3652	3792	3749	3742	3690	3693	3688	3680	3694	3691	3687	3356	3654	3732	3702	3751	3766	3804	3803	3708	3793	3661	3690	3687	3756	3740	3694	3686	3971	3747	3754	3613	3716	3726	3756	3666	3739	3758	3741	3720	3740	3711	3710	3688	3740	3738	3696	3749	3774	3774	3772	3734	3748	3772	3769	3770	3749	3735	3746	3746	3750	3730	3686	3695	3705	3637	3689	3690	3778	3667	3768	3741	3737	3764	3775	3741	3800	3959	3959	3443	3554	3712	3642	3694	3965	3777	3760	4168	3739	3729	3723	3724	3724	3727	3723	3755	3723	3729	3685	3791	3708	3707	3770	3698	3720	4052	3770	3692	3770	3750	3758	3746	3741	3746	3504	3710	3708	3733	3584	3712	3577	3738	3763	3760	3713	3814	3691	3811	3710	3710	3699	3716	3703	3719	3722	3704	3727	3704	3721	3692	3760	3708	3710
GCF_002029205.1_ASM202920v1_protein	3981	4197	4406	4190	4281	4260	4042	4042	4045	4038	4047	4052	4042	4036	4402	4224	4279	4172	4211	4202	4201	4175	4229	4410	4085	4346	4326	4147	4354	4341	4247	4157	4210	4019	4178	4181	4126	4021	4279	4163	4259	4126	4156	4271	4269	4220	4157	4153	4230	4166	4253	4252	4250	4310	4327	4250	4247	4248	4330	4310	4327	4325	4331	4406	4173	4084	4095	4091	4146	4148	4237	4049	4248	4179	4240	4131	4190	4381	4228	4211	4211	3899	3907	4107	4048	4091	4214	4284	4275	3739	4814	4483	4322	4137	4137	4139	4349	4099	4159	4182	4205	4237	4402	4139	4327	4255	4256	4252	4231	4205	4326	4260	4083	4172	4168	4173	3953	4328	4108	4128	4071	4151	4106	4133	4060	4056	4272	4276	4352	4247	4273	4273	4204	4157	4185	4158	4160	4185	4165	4186	4158	4146	4215	4149	4073
GCF_002029225.1_ASM202922v1_protein	4005	4208	4389	4136	4266	4249	4025	4050	4051	4044	4054	4063	4048	4019	4388	4250	4241	4181	4191	4147	4147	4181	4229	4399	4098	4381	4330	4144	4390	4378	4216	4132	4216	3991	4157	4160	4114	4060	4291	4163	4279	4107	4156	4243	4241	4243	4157	4153	4253	4167	4261	4260	4258	4278	4297	4258	4256	4255	4299	4278	4295	4295	4300	4422	4176	4057	4068	4069	4122	4122	4207	4057	4256	4168	4156	4104	4108	4362	4232	4230	4230	3885	3927	4106	4022	4085	4234	4268	4298	3729	4483	4664	4297	4127	4125	4127	4325	4096	4152	4172	4205	4213	4376	4128	4305	4232	4253	4217	4180	4176	4304	4233	4057	4167	4138	4166	3977	4285	4122	4142	4043	4160	4087	4150	4115	4112	4292	4238	4384	4221	4247	4247	4146	4146	4130	4150	4152	4130	4142	4130	4152	4129	4183	4150	4060
GCF_002094145.1_ASM209414v1_protein	4145	4333	4257	4199	4403	4338	4092	4091	4091	4084	4096	4096	4089	3890	4256	4334	4265	4198	4180	4208	4208	4233	4190	4266	4145	4295	4266	4151	4303	4292	4243	4179	4268	4009	4173	4247	4151	4069	4362	4184	4251	4105	4185	4212	4210	4373	4186	4182	4383	4195	4354	4353	4351	4213	4232	4351	4348	4347	4234	4214	4231	4230	4233	4291	4236	4142	4153	4107	4161	4170	4243	4075	4348	4220	4206	4172	4212	4726	4245	4296	4296	3929	3972	4137	4049	4164	4300	4384	4394	3723	4322	4297	4768	4163	4162	4165	4501	4120	4182	4147	4279	4227	4293	4135	4231	4230	4218	4239	4220	4230	4230	4276	4124	4192	4191	4193	4054	4685	4140	4125	4100	4148	4185	4132	4126	4119	4440	4287	4298	4211	4360	4360	4187	4157	4172	4161	4163	4172	4207	4172	4163	4140	4193	4174	4119
GCF_002104095.1_ASM210409v1_protein	3874	4076	4110	4080	4145	4113	4033	4033	4034	4027	4039	4039	4031	3759	4108	4116	4131	4124	4285	4091	4091	4118	4510	4119	4229	4128	4149	4438	4136	4125	4229	4298	4136	4233	4310	4126	4122	4000	4094	4469	4185	4034	4358	4134	4131	4111	4358	4355	4121	4369	4132	4132	4130	4112	4130	4130	4129	4130	4132	4115	4128	4129	4131	4147	4062	4067	4076	4212	4271	4282	4345	4060	4126	4115	4388	4106	4114	4149	4225	4229	4229	3817	3902	4270	4252	4064	4233	4167	4152	3724	4137	4127	4163	4608	4605	4604	4151	4067	4406	4247	4053	4118	4190	4363	4159	4125	4139	4211	4476	4134	4158	4145	4072	4351	4348	4356	3850	4149	4251	4289	3963	4333	3928	4292	4090	4088	4158	4175	4131	4114	4085	4085	4296	4327	4300	4332	4334	4300	4379	4300	4334	4284	4373	4360	4090
GCF_002104105.1_ASM210410v1_protein	3873	4075	4110	4080	4144	4112	4033	4032	4032	4026	4038	4037	4030	3759	4108	4116	4131	4124	4285	4091	4091	4117	4510	4119	4228	4126	4149	4439	4134	4123	4229	4298	4136	4234	4310	4126	4121	3999	4093	4469	4185	4033	4357	4134	4131	4110	4357	4354	4120	4368	4131	4131	4129	4112	4130	4129	4128	4129	4132	4115	4128	4129	4131	4146	4061	4065	4074	4211	4270	4281	4344	4059	4125	4115	4388	4104	4113	4147	4225	4227	4228	3817	3903	4270	4252	4063	4232	4166	4151	3724	4137	4125	4162	4605	4608	4605	4150	4066	4405	4246	4052	4118	4189	4363	4159	4125	4139	4211	4476	4134	4158	4145	4072	4350	4348	4355	3850	4148	4250	4288	3963	4332	3927	4291	4088	4086	4158	4175	4130	4114	4085	4085	4296	4327	4300	4331	4334	4299	4379	4300	4333	4283	4373	4361	4088
GCF_002104115.1_ASM210411v1_protein	3876	4077	4112	4082	4146	4113	4035	4034	4035	4028	4041	4040	4033	3760	4109	4117	4133	4126	4288	4094	4093	4121	4511	4121	4230	4129	4151	4443	4137	4126	4232	4300	4139	4237	4313	4128	4124	4002	4095	4473	4187	4036	4361	4136	4133	4112	4361	4359	4122	4371	4133	4133	4131	4115	4132	4131	4129	4130	4134	4118	4131	4131	4133	4148	4064	4068	4077	4215	4273	4285	4348	4062	4128	4118	4390	4106	4115	4149	4227	4230	4231	3820	3905	4272	4255	4066	4235	4168	4154	3727	4139	4127	4165	4604	4605	4610	4152	4068	4408	4249	4054	4120	4191	4366	4161	4127	4141	4213	4480	4136	4160	4147	4075	4352	4349	4356	3852	4151	4253	4291	3965	4336	3930	4294	4091	4089	4159	4178	4132	4116	4087	4087	4299	4331	4302	4334	4338	4303	4383	4303	4337	4285	4377	4364	4091
GCF_002108655.1_ASM210865v1_protein	4183	4346	4283	4217	4404	4353	4115	4114	4115	4107	4118	4120	4113	3914	4281	4369	4279	4208	4192	4226	4227	4229	4189	4292	4131	4312	4278	4149	4320	4308	4252	4193	4279	4012	4160	4204	4171	4092	4368	4208	4267	4154	4174	4250	4247	4357	4175	4171	4367	4186	4347	4346	4344	4244	4265	4344	4342	4343	4266	4245	4261	4262	4266	4310	4278	4135	4147	4112	4165	4171	4279	4084	4342	4231	4196	4142	4197	4517	4253	4314	4314	3938	3947	4136	4041	4187	4318	4413	4423	3723	4349	4325	4501	4151	4150	4152	4784	4094	4164	4129	4327	4232	4310	4144	4274	4292	4251	4212	4257	4238	4273	4296	4132	4173	4169	4172	4090	4498	4130	4127	4127	4169	4233	4131	4117	4115	4486	4255	4317	4221	4387	4387	4172	4159	4157	4161	4163	4157	4194	4157	4163	4156	4195	4160	4087
GCF_002118055.1_ASM211805v1_protein	3807	4074	4005	4113	4140	4114	4334	4396	4394	4389	4404	4405	4393	3649	3998	4111	4031	4115	4100	4120	4122	4103	4129	4006	4009	4068	4103	4071	4074	4064	4257	4103	4109	3935	4143	4160	4490	4387	4118	4090	4091	4120	4079	4054	4051	4099	4079	4076	4109	4089	4126	4120	4119	4093	4111	4119	4116	4115	4113	4096	4109	4109	4114	4070	4062	4424	4441	4038	4090	4071	4166	4040	4116	4085	4063	4587	4616	4174	4121	4252	4253	3833	3938	4089	3932	4092	4257	4123	4132	3755	4099	4096	4120	4067	4066	4068	4094	4932	4071	4075	4031	4143	4058	4036	4106	4043	4066	4290	4104	4100	4106	4185	4453	4219	4179	4222	3850	4113	4140	4232	4010	4162	3925	4239	4514	4501	4086	4191	4074	4148	4098	4098	4073	4081	4080	4084	4086	4082	4110	4081	4085	4045	4157	4063	4428
GCF_002152845.1_ASM215284v1_protein	3885	4113	4143	4083	4147	4132	4039	4038	4039	4033	4043	4043	4037	3787	4140	4116	4129	4135	4317	4091	4091	4133	4444	4148	4234	4137	4153	4443	4144	4133	4244	4294	4159	4240	4327	4139	4092	4013	4114	4447	4192	4021	4348	4139	4136	4133	4350	4346	4142	4360	4166	4164	4163	4124	4142	4163	4161	4160	4144	4126	4140	4141	4143	4173	4055	4054	4065	4238	4293	4305	4319	4045	4160	4160	4440	4099	4101	4162	4237	4234	4234	3821	3907	4282	4266	4078	4238	4180	4153	3723	4159	4152	4182	4406	4405	4408	4164	4071	4576	4264	4061	4154	4169	4384	4175	4159	4156	4223	4438	4147	4174	4173	4075	4313	4309	4316	3854	4172	4256	4280	3968	4352	3939	4284	4085	4085	4168	4187	4139	4135	4129	4129	4300	4329	4307	4333	4336	4309	4336	4308	4336	4282	4311	4359	4039
GCF_002153355.1_ASM215335v1_protein	3868	4067	4120	4091	4142	4144	4022	4021	4024	4015	4026	4028	4021	3761	4115	4115	4093	4074	4338	4100	4100	4115	4327	4120	4197	4102	4162	4267	4109	4099	4256	4251	4127	4131	4253	4130	4119	4006	4149	4284	4134	4099	4263	4105	4103	4086	4264	4261	4094	4273	4137	4136	4134	4157	4174	4134	4133	4133	4176	4160	4172	4174	4177	4170	4075	4033	4043	4196	4255	4263	4334	4026	4131	4086	4280	4109	4110	4195	4163	4208	4208	3835	3934	4243	4148	4046	4212	4121	4170	3729	4182	4172	4147	4247	4246	4249	4129	4075	4264	4618	4069	4157	4128	4246	4196	4110	4114	4202	4294	4107	4194	4125	4098	4266	4262	4266	3858	4141	4215	4250	3955	4237	3983	4257	4077	4075	4149	4190	4108	4147	4106	4106	4286	4280	4297	4280	4283	4298	4267	4298	4282	4279	4330	4256	4052
GCF_002205475.1_ASM220547v1_protein	4023	4228	4204	4157	4425	4319	4062	4060	4060	4052	4064	4065	4059	3831	4196	4395	4184	4123	4087	4163	4164	4121	4071	4206	4015	4207	4174	4052	4214	4201	4182	4083	4160	3941	4046	4106	4070	4017	4282	4072	4183	4039	4063	4173	4170	4252	4065	4061	4261	4076	4312	4313	4312	4148	4167	4311	4310	4309	4170	4148	4165	4165	4168	4200	4268	4069	4080	4011	4063	4072	4070	4006	4308	4135	4065	4073	4075	4288	4130	4156	4156	3831	3896	4064	3958	4139	4161	4380	4415	3685	4205	4205	4279	4053	4052	4054	4327	4031	4061	4069	4439	4134	4206	4065	4199	4160	4184	4159	4087	4109	4198	4151	4067	4086	4084	4090	4118	4284	4033	4039	3940	4018	4137	4045	4069	4068	4314	4166	4213	4120	4275	4275	4065	4073	4073	4074	4076	4073	4068	4073	4075	4067	4071	4049	4010
GCF_002220515.1_ASM222051v1_protein	3926	4161	4146	4155	4195	4221	4094	4094	4094	4084	4097	4095	4091	3782	4144	4185	4184	4411	4203	4164	4165	4357	4193	4152	4084	4146	4224	4148	4155	4145	4307	4167	4427	3998	4169	4326	4140	4067	4221	4152	4211	4082	4131	4173	4170	4167	4131	4128	4177	4142	4252	4251	4250	4205	4224	4250	4248	4248	4226	4208	4222	4223	4225	4209	4144	4107	4118	4078	4132	4134	4209	4036	4247	4467	4171	4159	4167	4279	4163	4243	4244	4020	3952	4147	4029	4183	4248	4236	4199	3791	4237	4213	4227	4118	4118	4120	4232	4143	4154	4157	4134	4717	4180	4127	4262	4216	4195	4307	4190	4353	4261	4456	4139	4162	4161	4165	3922	4238	4105	4158	4305	4109	4032	4167	4132	4131	4211	4491	4152	4491	4218	4218	4141	4138	4140	4140	4143	4140	4173	4140	4142	4123	4201	4120	4093
